No,Test_ID,Test_Label,Section Types,Sections,L,t,h,b,A,Pt,BC,Failure Mode,FM,Py,Fy,Pt/Py,"P(crl_s,crd_s)",KL_r,λc,Pne,λ(le-d),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,35_16,BC-41-19,C-2C-3,Closed,1803,2.03,41.28,41.28,533.2,143.2,Pinned,Hinge,F,226.61,425.00,0.63,1023.74,106.06,1.78,62.63,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,35_17,BC-41-20,C-2C-3,Closed,1803,2.03,41.28,41.28,533.2,95.73,Pinned,F,F,226.61,425.00,0.42,1023.74,106.06,1.65,72.60,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,35_18,BC-41-21,C-2C-3,Closed,1803,2.03,41.28,41.28,533.2,146.4,Pinned,Hinge,F,226.61,425.00,0.65,1023.74,106.06,1.65,72.60,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,35_19,BC-41-22,C-2C-3,Closed,1803,2.03,41.28,41.28,533.2,133.2,Pinned,F,F,226.61,425.00,0.59,1023.74,106.06,1.59,79.05,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,35_20,BC-41-23,C-2C-3,Closed,1803,2.03,41.28,41.28,533.2,142.6,Pinned,Hinge,F,226.61,425.00,0.63,1023.74,106.06,1.59,79.05,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,35_21,BC-41-25,C-2C-3,Closed,1803,2.54,41.28,41.28,666.52,116.6,Pinned,F,F,329.93,495.00,0.35,1907.61,106.06,2.46,47.88,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,35_22,BC-41-26,C-2C-3,Closed,1803,2.54,41.28,41.28,666.52,144.8,Pinned,F,F,329.93,495.00,0.44,1907.61,106.06,1.92,78.29,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,35_23,BC-41-27,C-2C-3,Closed,1803,2.54,41.28,41.28,666.52,206.2,Pinned,Hinge,F,329.93,495.00,0.62,1907.61,106.06,1.92,78.29,0.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,35_24,BC-41-28,C-2C-3,Closed,1803,2.54,41.28,41.28,666.52,161.8,Pinned,F,F,329.93,495.00,0.49,1907.61,106.06,1.79,90.76,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,35_25,BC-41-29,C-2C-3,Closed,1803,2.54,41.28,41.28,666.52,221.6,Pinned,Hinge,F,329.93,495.00,0.67,1907.61,106.06,1.79,90.76,0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,35_26,BC-41-30,C-2C-3,Closed,1803,2.54,41.28,41.28,666.52,182.2,Pinned,F,F,329.93,495.00,0.55,1907.61,106.06,1.71,98.82,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,35_27,BC-41-31,C-2C-3,Closed,1803,2.54,41.28,41.28,666.52,223.7,Pinned,Hinge,F,329.93,495.00,0.68,1907.61,106.06,1.71,98.82,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,35_28,BC-66-33,C-2C-3,Closed,1803,1.63,66.68,66.68,674.48,128.4,Pinned,F,F,330.49,489.99,0.39,311.52,43.68,1.32,159.12,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,35_29,BC-66-34,C-2C-3,Closed,1803,1.63,66.68,66.68,674.48,143.9,Pinned,FT+D,DF,330.49,489.99,0.44,311.52,63.49,1.16,188.21,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,35_30,BC-66-35,C-2C-3,Closed,1803,1.63,66.68,66.68,674.48,171.8,Pinned,Hinge,F,330.49,489.99,0.52,311.52,63.49,1.16,188.21,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,35_31,BC-66-36,C-2C-3,Closed,1803,1.63,66.68,66.68,674.48,152.4,Pinned,FT+D,DF,330.49,489.99,0.46,311.52,63.49,1.07,204.57,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,35_32,BC-66-37,C-2C-3,Closed,1803,1.63,66.68,66.68,674.48,177.5,Pinned,Hinge,F,330.49,489.99,0.54,311.52,63.49,1.07,204.57,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,35_33,BC-66-38,C-2C-3,Closed,1803,1.63,66.68,66.68,674.48,161.2,Pinned,FT+D,DF,330.49,489.99,0.49,311.52,63.49,1.02,213.49,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,35_34,BC-66-39,C-2C-3,Closed,1803,1.63,66.68,66.68,674.48,176.6,Pinned,Hinge,F,330.49,489.99,0.53,311.52,63.49,1.02,213.49,0.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,35_35,BC-66-41,C-2C-3,Closed,1803,2.03,66.68,66.68,842.89,185.9,Pinned,F,F,358.23,425.00,0.52,587.14,63.49,1.40,157.37,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,35_36,BC-66-42,C-2C-3,Closed,1803,2.03,66.68,66.68,842.89,205.3,Pinned,FT+D,DF,358.23,425.00,0.57,587.14,63.49,1.08,219.83,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,35_37,BC-66-43,C-2C-3,Closed,1803,2.03,66.68,66.68,842.89,225.8,Pinned,Hinge,F,358.23,425.00,0.63,587.14,63.49,1.08,219.83,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,35_38,BC-66-44,C-2C-3,Closed,1803,2.03,66.68,66.68,842.89,195.9,Pinned,FT+D,DF,358.23,425.00,0.55,587.14,63.49,1.00,236.31,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,35_39,BC-66-45,C-2C-3,Closed,1803,2.03,66.68,66.68,842.89,229.1,Pinned,Hinge,F,358.23,425.00,0.64,587.14,63.49,1.00,236.31,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,35_40,BC-66-46,C-2C-3,Closed,1803,2.03,66.68,66.68,842.89,215.6,Pinned,FT+D,DF,358.23,425.00,0.60,587.14,63.49,0.95,245.22,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,35_41,BC-66-47,C-2C-3,Closed,1803,2.03,66.68,66.68,842.89,240.2,Pinned,Hinge,F,358.23,425.00,0.67,587.14,63.49,0.95,245.22,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,35_42,BC-66-49,C-2C-3,Closed,1803,2.54,66.68,66.68,1053.61,280.9,Pinned,F,F,521.54,495.00,0.54,1080.24,63.49,1.51,199.73,0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,35_43,BC-66-50,C-2C-3,Closed,1803,2.54,66.68,66.68,1053.61,330.6,Pinned,FT+D,DF,521.54,495.00,0.63,1080.24,63.49,1.17,295.27,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,35_44,BC-66-51,C-2C-3,Closed,1803,2.54,66.68,66.68,1053.61,409.2,Pinned,Hinge,F,521.54,495.00,0.78,1080.24,63.49,1.17,295.27,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,35_45,BC-66-52,C-2C-3,Closed,1803,2.54,66.68,66.68,1053.61,352.3,Pinned,FT+D,DF,521.54,495.00,0.68,1080.24,63.49,1.08,321.23,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,35_46,BC-66-53,C-2C-3,Closed,1803,2.54,66.68,66.68,1053.61,434.2,Pinned,Hinge,F,521.54,495.00,0.83,1080.24,63.49,1.08,321.23,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,35_47,BC-66-54,C-2C-3,Closed,1803,2.54,66.68,66.68,1053.61,345.8,Pinned,FT+D,DF,521.54,495.00,0.66,1080.24,63.49,1.03,335.39,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,35_48,BC-66-55,C-2C-3,Closed,1803,2.54,66.68,66.68,1053.61,384.6,Pinned,Hinge,F,521.54,495.00,0.74,1080.24,63.49,1.03,335.39,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,36_1,BC-1,O-2C,Open,2100,1.37,152.4,41.28,654.65,80.6,Pinned,L+F,LF,254.03,388.04,0.32,58.80,127.04,1.80,69.03,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,36_2,BC-2,O-2C,Open,2100,1.37,152.4,41.28,654.65,82.96,Pinned,L+F,LF,254.03,388.04,0.33,58.80,127.04,1.88,63.25,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,36_3,BC-3,O-2C,Open,2100,1.37,152.4,41.28,654.65,77,Pinned,L+F,LF,254.03,388.04,0.30,58.80,127.04,1.88,63.25,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,36_4,BC-4,O-2C,Open,2100,1.37,152.4,41.28,654.65,81.22,Pinned,L+F,LF,254.03,388.04,0.32,58.80,127.04,1.88,63.25,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,36_5,BC-5,O-2C,Open,2100,1.37,152.4,41.28,654.65,74.06,Pinned,L+F,LF,254.03,388.04,0.29,58.80,127.04,1.93,59.52,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,36_6,BC-6,O-2C,Open,2100,1.37,152.4,41.28,654.65,78.38,Pinned,L+F,LF,254.03,388.04,0.31,58.80,127.04,1.93,59.52,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,36_7,BC-7,O-2C,Open,2100,1.37,152.4,41.28,654.65,86.74,Pinned,L+F,LF,254.03,388.04,0.34,58.80,127.04,1.93,59.52,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,36_8,BC-8,O-2C,Open,2100,1.37,152.4,41.28,654.65,73.53,Pinned,L+F,LF,254.03,388.04,0.29,58.80,127.04,2.00,55.51,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,36_9,BC-9,O-2C,Open,2100,1.37,152.4,41.28,654.65,64.32,Pinned,L+F,LF,254.03,388.04,0.25,58.80,127.04,2.00,55.51,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,36_10,BC-10,O-2C,Open,2100,1.37,152.4,41.28,654.65,79.36,Pinned,L+F,LF,254.03,388.04,0.31,58.80,127.04,2.05,52.78,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,36_11,BC-11,O-2C,Open,2100,1.37,152.4,41.28,654.65,79.36,Pinned,L+F,LF,254.03,388.04,0.31,58.80,127.04,2.08,51.42,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,36_12,BC-12,O-2C,Open,2100,1.37,152.4,41.28,654.65,79.8,Pinned,L+F,LF,254.03,388.04,0.31,58.80,127.04,2.08,51.42,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,36_13,BC-13,O-2C,Open,2100,1.16,92.1,41.28,418.38,55.29,Pinned,L+F,LF,124.28,297.05,0.44,71.59,108.64,1.35,58.13,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,36_14,BC-14,O-2C,Open,2100,1.16,92.1,41.28,418.38,66.9,Pinned,L+F,LF,124.28,297.05,0.54,71.59,108.64,1.35,58.13,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,36_15,BC-15,O-2C,Open,2100,1.16,92.1,41.28,418.38,51.24,Pinned,L+F,LF,124.28,297.05,0.41,71.59,108.64,1.42,53.67,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,36_16,BC-16,O-2C,Open,2100,1.16,92.1,41.28,418.38,51.15,Pinned,L+F,LF,124.28,297.05,0.41,71.59,108.64,1.42,53.67,0.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,36_17,BC-17,O-2C,Open,2100,1.16,92.1,41.28,418.38,47.55,Pinned,L+F,LF,124.28,297.05,0.38,71.59,108.64,1.52,46.89,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,36_18,BC-18,O-2C,Open,2100,1.16,92.1,41.28,418.38,55.96,Pinned,L+F,LF,124.28,297.05,0.45,71.59,108.64,1.52,46.89,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,36_19,BC-19,O-2C,Open,2100,0.88,92.1,40.64,318.32,42.75,Pinned,L+F,LF,64.94,204.01,0.66,32.57,110.53,1.14,37.85,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,36_20,BC-20,O-2C,Open,2100,0.88,92.1,40.64,318.32,37.63,Pinned,L+F,LF,64.94,204.01,0.58,32.57,110.53,1.14,37.85,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,36_21,BC-21,O-2C,Open,2100,0.88,92.1,40.64,318.32,27.4,Pinned,L+F,LF,64.94,204.01,0.42,32.57,110.53,1.14,37.85,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,36_22,BC-22,O-2C,Open,2100,0.88,92.1,40.64,318.32,33.85,Pinned,L+F,LF,64.94,204.01,0.52,32.57,110.53,1.14,37.85,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,36_23,BC-23,O-2C,Open,2100,0.88,92.1,40.64,318.32,36.65,Pinned,L+F,LF,64.94,204.01,0.56,32.57,110.53,1.19,35.78,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,36_24,BC-24,O-2C,Open,2100,0.88,92.1,40.64,318.32,42.48,Pinned,L+F,LF,64.94,204.01,0.65,32.57,110.53,1.19,35.78,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,36_25,BC-25,O-2C,Open,2100,0.88,92.1,40.64,318.32,36.65,Pinned,L+F,LF,64.94,204.01,0.56,32.57,110.53,1.28,32.58,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,36_26,BC-26,O-2C,Open,2100,0.88,92.1,40.64,318.32,41.06,Pinned,L+F,LF,64.94,204.01,0.63,32.57,110.53,1.28,32.58,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,36_27,BC-27,O-2C,Open,2100,0.84,152.4,39.7,400.88,32.69,Pinned,L+F,LF,106.84,266.51,0.31,13.93,131.17,1.54,39.68,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,36_28,BC-28,O-2C,Open,2100,0.84,152.4,39.7,400.88,38.21,Pinned,L+F,LF,106.84,266.51,0.36,13.93,131.17,1.54,39.68,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,36_29,BC-29,O-2C,Open,2100,0.84,152.4,39.7,400.88,43.81,Pinned,L+F,LF,106.84,266.51,0.41,13.93,131.17,1.60,36.42,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,36_30,BC-30,O-2C,Open,2100,0.84,152.4,39.7,400.88,37.05,Pinned,L+F,LF,106.84,266.51,0.35,13.93,131.17,1.60,36.42,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,36_31,BC-31,O-2C,Open,2100,0.84,152.4,39.7,400.88,32.03,Pinned,L+F,LF,106.84,266.51,0.30,13.93,131.17,1.71,32.04,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,36_32,BC-32,O-2C,Open,2100,0.84,152.4,39.7,400.88,35.32,Pinned,L+F,LF,106.84,266.51,0.33,13.93,131.17,1.71,32.04,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,37_1,S-1-1,C-2U,Closed,172.5,1.47,88.9,50.8,554.84,154.82,Fixed,L,L,159.53,287.52,0.97,68.82,4.25,0.05,159.36,1.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,37_2,S-1-2,C-2U,Closed,791.49,1.47,88.9,50.8,554.84,142.97,Pinned,L+F,LF,159.53,287.52,0.90,68.82,38.99,0.47,145.54,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,37_3,S-1-3,C-2U,Closed,1402.36,1.47,88.9,50.8,554.84,132.27,Pinned,L+F,LF,159.53,287.52,0.83,68.82,69.08,0.83,119.60,1.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,37_4,S-1-4,C-2U,Closed,2315.61,1.47,88.9,50.8,554.84,79.9,Pinned,F,F,159.53,287.52,0.50,68.82,114.07,1.37,72.73,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,37_5,S-2-1,C-2U,Closed,248.44,1.47,127,50.8,664.51,155.21,Fixed,L,L,191.94,288.84,0.81,63.18,5.85,0.07,191.54,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,37_6,S-2-2,C-2U,Closed,1401.47,1.47,127,50.8,664.51,124.54,Pinned,L+F,LF,191.94,288.84,0.65,63.18,65.95,0.79,147.61,1.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,37_7,S-2-3,C-2U,Closed,2165.91,1.47,127,50.8,664.51,95.23,Pinned,F,F,191.94,288.84,0.50,63.18,101.93,1.22,102.52,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,37_8,S-2-4,C-2U,Closed,2622.45,1.47,127,50.8,664.51,78.75,Pinned,F,F,191.94,288.84,0.41,63.18,123.41,1.48,76.54,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,37_9,S-3-1,C-2U,Closed,300.19,1.47,177.8,50.8,812.9,164.11,Fixed,L,L,235.15,289.27,0.70,46.22,6.80,0.08,234.49,2.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,37_10,S-3-2,C-2U,Closed,640.11,1.47,177.8,50.8,812.9,155.7,Pinned,L+F,LF,235.15,289.27,0.66,46.22,29.00,0.35,223.51,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,37_11,S-3-3,C-2U,Closed,2423.57,1.47,177.8,50.8,812.9,86.81,Pinned,F,F,235.15,289.27,0.37,46.22,109.81,1.32,113.55,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,37_12,S-3-4,C-2U,Closed,2423.57,1.47,177.8,50.8,812.9,84.57,Pinned,F,F,235.15,289.27,0.36,46.22,109.81,1.32,113.55,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,37_13,S-3-5,C-2U,Closed,2423.57,1.47,177.8,50.8,812.9,80.65,Pinned,F,F,235.15,289.27,0.34,46.22,109.81,1.32,113.55,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,37_14,S-4-1,C-2U,Closed,311.96,1.47,228.6,50.8,961.29,162.93,Fixed,L,L,278.36,289.57,0.59,33.98,6.90,0.08,277.56,2.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,37_15,S-4-2,C-2U,Closed,963.02,1.47,228.6,50.8,961.29,149.69,Pinned,L+F,LF,278.36,289.57,0.54,33.98,42.57,0.51,249.51,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,37_16,S-4-3,C-2U,Closed,1480.69,1.47,228.6,50.8,961.29,129.82,Pinned,L+F,LF,278.36,289.57,0.47,33.98,65.46,0.79,214.91,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,37_17,S-4-4,C-2U,Closed,2622.3,1.47,228.6,50.8,961.29,78.15,Pinned,F,F,278.36,289.57,0.28,33.98,115.93,1.39,123.67,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,37_18,S-4-5,C-2U,Closed,3124.15,1.47,228.6,50.8,961.29,60.93,Pinned,F,F,278.36,289.57,0.22,33.98,138.11,1.66,88.73,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,37_19,U-1-1,O-2U,Open,121.56,1.47,76.2,25.4,364.52,110,Fixed,L,L,104.6,286.95,1.05,108.25,6.44,0.08,104.33,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,37_20,U-1-2,O-2U,Open,524.88,1.47,76.2,25.4,364.52,95.19,Fixed,L,L,104.6,286.95,0.91,108.25,27.80,0.33,99.83,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,37_21,U-1-3,O-2U,Open,839.62,1.47,76.2,25.4,364.52,90.92,Pinned,L+F,LF,104.6,286.95,0.87,108.25,88.94,1.07,64.88,0.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,37_22,U-1-4,O-2U,Open,1098.77,1.47,76.2,25.4,364.52,54.25,Pinned,L+F,LF,104.6,286.95,0.52,108.25,116.39,1.40,46.16,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,37_23,U-2-1,O-2U,Open,150.57,1.47,76.2,31.75,401.93,116.31,Fixed,L,L,115.4,287.11,1.01,102.75,6.00,0.07,115.15,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,37_24,U-2-2,O-2U,Open,150.57,1.47,76.2,31.75,401.93,112.99,Fixed,L,L,115.4,287.11,0.98,102.75,6.00,0.07,115.15,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,37_25,U-2-3,O-2U,Open,665.02,1.47,76.2,31.75,401.93,106.9,Pinned,L+F,LF,115.4,287.11,0.93,102.75,52.99,0.64,97.40,0.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,37_26,U-2-4,O-2U,Open,1074.07,1.47,76.2,31.75,401.93,90.83,Pinned,L+F,LF,115.4,287.11,0.79,102.75,85.58,1.03,74.16,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,37_27,U-2-5,O-2U,Open,1355.14,1.47,76.2,31.75,401.93,66.74,Pinned,L+F,LF,115.4,287.11,0.58,102.75,107.98,1.30,57.08,0.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,37_28,U-3-1,O-2U,Open,149.61,1.47,76.2,38.1,439.35,119.88,Fixed,L,L,126.2,287.24,0.95,90.41,4.74,0.06,126.03,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,37_29,U-3-2,O-2U,Open,664.57,1.47,76.2,38.1,439.35,104.74,Pinned,L+F,LF,126.2,287.24,0.83,90.41,42.14,0.51,113.37,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,37_30,U-3-3,O-2U,Open,1226.77,1.47,76.2,38.1,439.35,101.11,Pinned,L+F,LF,126.2,287.24,0.80,90.41,77.79,0.93,87.58,0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
895,37_31,U-3-4,O-2U,Open,1503.93,1.47,76.2,38.1,439.35,79.92,Pinned,L+F,LF,126.2,287.24,0.63,90.41,95.37,1.15,72.88,0.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,37_32,U-4-1,O-2U,Open,150.5,1.47,76.2,44.45,476.77,122.2,Fixed,L+F,LF,137,287.35,0.89,77.50,3.95,0.05,136.87,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
